"station","NAME","LATITUDE","LONGITUDE"
"72058400181","ZAPATA CO AIRPORT, TX US","26.967","-99.25"
"72058600183","PLATTEVILLE MUNICIPAL AIRPORT, WI US","42.683","-90.45"
"72058700184","ABBEVILLE CHRIS CRUSTA MEMORIAL AIRPORT, LA US","29.976","-92.084"
"72058900185","SHAWANO MUNICIPAL AIRPORT, WI US","44.783","-88.55"
"72059200186","H L SONNY CALLAHAN AIRPORT, AL US","30.46","-87.877"
"72059300187","STARKE CO AIRPORT, IN US","41.333","-86.667"
"72059400188","HOUSTON DUNN HELISTOP, TX US","29.717","-95.383"
"72059600189","NEWBERRY CO AIRPORT, SC US","34.3","-81.633"
"72059700190","LAURENS CO AIRPORT, SC US","34.5","-81.95"
"72059800191","BERKELEY CO AIRPORT, SC US","33.183","-80.033"
"72059900192","CHESTER CATAWBA REGIONAL AIRPORT, SC US","34.783","-81.2"
"72060100193","AIKEN MUNICIPAL AIRPORT, SC US","33.65","-81.683"
"72060200194","BARNWELL REGIONAL AIRPORT, SC US","33.25","-81.383"
"72060300195","WOODWARD FIELD AIRPORT, SC US","34.283","-80.567"
"72060400196","WILLIAMSBURG REGIONAL AIRPORT, SC US","33.717","-79.85"
"72060500197","CHERAW MUNICIPAL AIRPORT LYNCH BELLINGER FIELD, SC US","34.717","-79.95"
"72060600198","CHARLESTON EXECUTIVE AIRPORT, SC US","32.701","-80.003"
"72060700199","LANCASTER CO MC WHIRTER FIELD AIRPORT, SC US","34.717","-80.85"
"72060800200","MARION CO AIRPORT, SC US","34.181","-79.335"
"72060900201","LOWCOUNTRY REGIONAL AIRPORT, SC US","32.917","-80.633"
"72061100202","SUMTER AIRPORT, SC US","34.0","-80.367"
"72061200203","BEAUFORT CO AIRPORT, SC US","32.4121","-80.6343"
"72061300204","CONWAY HORRY CO AIRPORT, SC US","33.828","-79.122"
"72061400205","LINCOLN REGIONAL AIRPORT KARL HARDER FIELD, CA US","38.909","-121.351"
"72061500206","COLUMBIA AIRPORT, CA US","38.033","-120.417"
"72061600207","BRANSON AIRPORT, MO US","36.533","-93.2"
"72061700208","HOUSTON EXECUTIVE AIRPORT, TX US","29.8","-95.9"
"72061999999","FRANCIS E WARREN AFB HELIPORT, WY US","41.133316","-104.8672"
"72062400211","MADISON MUNICIPAL AIRPORT, SD US","44.016","-97.086"
"72062500212","BLACKWELL TONKAWA MUNICIPAL AIRPORT, OK US","36.75","-97.35"
"72062600213","PAMPA MESA VISTA AIRPORT, TX US","35.883","-101.033"
"72062700214","STIGLER REGIONAL AIRPORT, OK US","35.283","-95.1"
"72062800215","CLARENCE E PAGE MUNICIPAL AIRPORT, OK US","35.483","-97.817"
"72062900216","JACK BARSTOW AIRPORT, MI US","43.663","-84.261"
"72063100217","MARLBORO CO JETPPORT H E AVENT FIELD, SC US","34.617","-79.733"
"72063200218","SUMMERVILLE AIRPORT, SC US","33.063","-80.279"
"72063300219","HARTSVILLE REGIONAL AIRPORT, SC US","34.4","-80.117"
"72063400220","FAIRFIELD CO AIRPORT, SC US","34.315","-81.109"
"72063500221","H A CLARK MEMORIAL FIELD AIRPORT, AZ US","35.3","-112.2"
"72063600222","CLINTON MEMORIAL AIRPORT, MO US","38.35","-93.683"
"72063700223","HOUSTON SOUTHWEST AIRPORT, TX US","29.5","-95.477"
"72063800224","BEND MUNICIPAL AIRPORT, OR US","44.095","-121.2"
"72063900225","HORSESHOE BAY RESORT AIRPORT, TX US","30.533","-98.367"
"72064199999","SCHRIEVER AFB, CO US","38.8","-104.5166666"
"72064299999","CHEYENNE MOUNTAIN AS, CO US","38.75","-104.85"
"72064354940","FOREST CITY MUNICIPAL AIRPORT, IA US","43.23475","-93.6241"
"72064400226","BUCKEYE MUNICIPAL AIRPORT, AZ US","33.417","-112.683"
"72064500227","PLACERVILLE AIRPORT, CA US","38.717","-120.75"
"72064600228","HALF MOON BAY AIRPORT, CA US","37.513","-122.501"
"72064700229","LAMPASAS AIRPORT, TX US","31.106","-98.196"
"72064800230","AUSTIN EXECUTIVE AIRPORT, TX US","30.395","-97.567"
"72064900231","HALIFAX NORTHAMPTON REGIONAL AIRPORT, NC US","36.33","-77.635"
"72065100232","UNION CO AIRPORT, OH US","40.225","-83.352"
"72065200433","BRIDGEPORT SONORA JUNCTION, CA US","38.3557","-119.519"
"72065500235","CRYSTAL RIVER AIRPORT, FL US","28.867","-82.567"
"72065900239","OZONA MUNICIPAL AIRPORT, TX US","30.735","-101.203"
"72067100248","JESUP WAYNE CO AIRPORT, GA US","31.554","-81.883"
"72067200485","FLAGLER CO EXECUTIVE AIRPORT, FL US","29.46738","-81.20633"
"72067400249","WEST GEORGIA REGIONAL AIRPORT O V GRAY FIELD, GA US","33.633","-85.15"
"72068199999","CALAVERAS CO MAURY RASMUSSEN FIELD, CA US","38.146118","-120.648172"
"72068499999","PHIFER AFLD, WY US","42.05","-104.9333333"
"72068799999","HEMET RYAN, CA US","33.7333333","-117.0166666"
"72069903724","WESTMINSTER CARROLL CO REGIONAL JB POAGE AIRPORT, MD US","39.60806","-77.0075"
"72070154942","OSCEOLA MUNICIPAL AIRPORT, IA US","41.05222","-93.68913"
"72070599999","JAMES A. RHODES AIRPORT, OH US","38.9813","-82.5778"
"72070853849","MERIDAN JOE WILLIAMS NOLF, MS US","32.8","-88.83333"
"72070999999","PUTNAM CO AIRPORT, OH US","41.035583","-83.982025"
"72071200250","HENRY TIFT MYERS AIRPORT, GA US","31.429","-83.489"
"72071300251","DARKE CO AIRPORT, OH US","40.204","-84.532"
"72071400252","PAULDING NORTHWEST ATLANTA AIRPORT, GA US","33.912","-84.941"
"72072499999","BELEN REGIONAL AIRPORT, NM US","34.6458616","-106.83634"
"72073400264","NAMPA MUNICIPAL AIRPORT, ID US","43.581","-116.523"
"72073573805","NORTHWEST FLORIDA BEACHES INTERNATIONAL AIRPORT, FL US","30.34869","-85.78835"
"72073600265","FULTON CO AIRPORT, IN US","41.066","-86.182"
"72073700266","CARRINGTON MUNICIPAL AIRPORT, ND US","47.451","-99.151"
"72073800267","THOMASVILLE REGIONAL AIRPORT, GA US","30.902","-83.881"
"72073900268","MINDEN AIRPORT, LA US","32.646","-93.298"
"72074100269","BOULDER CITY MUNICIPAL AIRPORT, NV US","35.947","-114.861"
"72074200270","FAITH RANCH AIRPORT, TX US","28.209","-100.019"
"72074400271","PICKENS CO AIRPORT, SC US","34.817","-82.7"
"72074799999","ELK MOUNTAIN, WY US","41.7333333","-106.4666666"
"72074924255","WHIDBEY ISLAND NAS, WA US","48.35","-122.66667"
"72075999999","RAVALLI CO AIRPORT, MT US","46.2546319","-114.1246014"
"72076800274","LEE CO AIRPORT, VA US","36.654","-83.218"
"72076900275","GEORGE M BRYAN AIRPORT, MS US","33.433","-88.849"
"72077100276","COLEMAN MUNICIPAL AIRPORT, TX US","31.841","-99.404"
"72077599999","ELLINGTON, TN US","35.506975","-86.803886"
"72077699999","HESLER NOBLE FIELD, MS US","31.672552","-89.172226"
"72077799999","LAWRENCEVILLE BRUNSWICK MUNICIPAL, VA US","36.772833","-77.79425"
"72077900461","MEXIA LIMESTONE CO AIRPORT, TX US","31.64117","-96.51445"
"72078199999","LYONS RICE CO MUNICIPAL, KS US","38.342781","-98.226878"
"72078700278","JOHN BELL WILLIAMS AIRPORT, MS US","32.304","-90.411"
"72080699999","PANOLA CO SHARPE FIELD, TX US","32.176083","-94.298806"
"72083599999","MADELINE ISLAND, WI US","46.788667","-90.758722"
"72083799999","JOSEPH STATE, OR US","45.35955","-117.253836"
"72083900279","RENO STEAD AIRPORT, NV US","39.667","-119.876"
"72084499999","SPANISH PEAKS, CO US","37.696639","-104.785111"
"72085200280","MEADOW LAKE AIRPORT, CO US","38.946","-104.57"
"72085300281","ROLLA MUNICIPAL AIRPORT, ND US","48.884","-99.621"
"72085400282","BEACH AIRPORT, ND US","46.925","-103.982"
"72085500283","CAVALIER MUNICIPAL AIRPORT, ND US","48.784","-97.632"
"72085600284","SCOTTSBORO MUNICIPAL AIRPORT WORD FIELD, AL US","34.689","-86.006"
"72085800285","CANDO MUNICIPAL AIRPORT, ND US","48.48","-99.236"
"72085900286","BLACK RIVER FALLS AREA AIRPORT, WI US","44.251","-90.855"
"72086100287","CROSBY MUNICIPAL AIRPORT, ND US","48.929","-103.297"
"72086300289","TIOGA MUNICIPAL AIRPORT, ND US","48.381","-102.898"
"72086400290","TARBORO EDGECOMBE AIRPORT, NC US","35.937","-77.547"
"72086500291","HUTSON FIELD AIRPORT, ND US","48.405","-97.371"
"72086600292","MERCER CO REGIONAL AIRPORT, ND US","47.29","-101.581"
"72086700293","RUGBY MUNICIPAL AIRPORT, ND US","48.39","-100.024"
"72086800294","WATFORD CITY MUNICIPAL AIRPORT, ND US","47.796","-103.254"
"72086900295","JESSE VIERTEL MEMORIAL AIRPORT, MO US","38.947","-92.683"
"72087100296","MANDAN MUNICIPAL AIRPORT, ND US","46.768","-100.894"
"72088700297","MANITOWISH WATERS AIRPORT, WI US","46.117","-89.883"
"72089599999","GLEN ULLIN REGIONAL, ND US","46.812782","-101.860156"
"72089799999","MONROE WALTON CO, GA US","33.782417","-83.692861"
"72090200298","DUPONT LAPEER AIRPORT, MI US","43.067","-83.267"
"72090300441","DAVIESS CO AIRPORT, IN US","38.70042","-87.12973"
"72090400299","DELAND MUNICIPAL AIRPORT SYDNEY H TAYLOR FIELD, FL US","29.067","-81.283"
"72090799999","CAMPBELL CO, TN US","36.334575","-84.162344"
"72090900300","STANLEY MUNICIPAL AIRPORT, ND US","48.301","-102.406"
"72091100301","BARNES CO MUNICIPAL AIRPORT, ND US","46.942","-98.018"
"72092300310","BOUNDARY CO AIRPORT, ID US","48.726","-116.295"
"72092400311","ROSCOE TURNER AIRPORT, MS US","34.915","-88.604"
"72092600313","BEAUMONT MUNICIPAL AIRPORT, TX US","30.071","-94.216"
"72092700314","FLETCHER FIELD AIRPORT, MS US","34.3","-90.512"
"72092800315","DELAWARE MUNICIPAL JIM MOORE FIELD AIRPORT, OH US","40.28","-83.115"
"72092900316","CUMBERLAND MUNICIPAL AIRPORT, WI US","45.506","-91.981"
"72093200317","BROOKHAVEN LINCOLN CO AIRPORT, MS US","31.606","-90.409"
"72093300318","LINTON MUNICIPAL AIRPORT, ND US","46.218","-100.245"
"72094200323","WAHOO MUNICIPAL AIRPORT, NE US","41.233","-96.6"
"72094300431","HARRISON CO AIRPORT, TX US","32.5205","-94.3077"
"72094400324","BELLEFONTAINE REGIONAL AIRPORT, OH US","40.367","-83.817"
"72094600326","FERNANDINA BEACH MUNICIPAL AIRPORT, FL US","30.617","-81.467"
"72094800328","JIMMY CARTER REGIONAL AIRPORT, GA US","32.11","-84.189"
"72094900329","CAMDENTON MEMORIAL AIRPORT, MO US","37.974","-92.691"
"72095100330","EAST GEORGIA REGIONAL AIRPORT, GA US","32.609","-82.37"
"72095299999","GRAY BUTTE FIELD, CA US","34.563889","-117.675"
"72096100336","LOGANSPORT CASS CO AIRPORT, IN US","40.711","-86.375"
"72096200337","HEART OF GEORGIA REGIONAL AIRPORT, GA US","32.214","-83.128"
"72096400338","TYNDALL DRONE RUNWAY, FL US","30.033","-85.533"
"72096513910","ABILENE DYESS AFB, TX US","32.43333","-99.85"
"72096600339","GRIFFIN SPALDING CO AIRPORT, GA US","33.227","-84.275"
"72096700457","FALSE RIVER REGIONAL AIRPORT, LA US","30.7183","-91.4786"
"72096800340","SILER CITY MUNICIPAL AIRPORT, NC US","35.704","-79.504"
"72097100342","SOUTH PASS, WY US","42.517","-108.783"
"72097299999","ST MARY HOSPITAL HELIPORT, MN US","44.0166666","-92.4833333"
"72097400344","WINCHESTER MUNICIPAL AIRPORT, TN US","35.178","-86.066"
"72097799999","ALPHA BURNS, WY US","41.3333333","-104.266666"
"72097999999","CHARLIE GERING, NE US","41.5833333","-103.666666"
"72098199999","DELTA KIMBALL, NE US","41.3666666","-103.8"
"72098299999","ECHO PINE BLUFFS, NE US","41.1166666","-103.983333"
"72098399999","FOXTROT DIX, NE US","41.3666666","-103.483333"
"72098599999","HOTEL GURLEY, NE US","41.3166666","-102.833333"
"72098699999","INDIA SIDNEY, NE US","41.05","-102.866666"
"72098799999","JULIET PEETZ, CO US","40.9666666","-103.2"
"72098899999","KILO DIX, NE US","41.1333333","-103.483333"
"72099199999","MIKE HAXTUN, CO US","40.7","-103.483333"
"72099299999","NOVEMBER GROVER, CO US","40.6333333","-103.833333"
"72099399999","OSCAR GROVER, CO US","40.8833333","-104.0"
"72099499999","ALPHA RAYNESFORD, MT US","47.2833333","-110.8"
"72099599999","BRAVO GEYSER, MT US","47.2833333","-110.366666"
"72099699999","CHARLIE STANFORD, MT US","47.1","-110.166666"
"72099799999","DELTA DENTON, MT US","47.3833333","-109.816666"
"72099899999","ECHO WINIFRED, MT US","47.45","-109.416666"
"72099999999","FOXTROT AUGUSTA, MT US","47.6","-112.316666"
"72100199999","GOLF SIMMS, MT US","47.3333333","-112.1"
"72100299999","HOTEL FAIRFIELD, MT US","47.7","-111.95"
"72100399999","INDIA ULM, MT US","47.3166666","-111.466666"
"72100499999","JULIE POWER, MT US","47.75","-111.55"
"72100599999","KILO HARLOWTOWN, MT US","46.45","-109.8"
"72100699999","LIMA JUDITH GAP, MT US","46.7","-109.733333"
"72100799999","MIKE MOORE, MT US","47.0166666","-109.633333"
"72100899999","NOVEMBER GRASS RANGE, MT US","47.0666666","-109.033333"
"72100999999","OSCAR ROY, MT US","47.3333333","-108.933333"
"72101199999","ALPHA BALFOUR, ND US","47.967118","-100.58055"
"72101299999","BRAVO VELVA, ND US","47.908973","-100.926748"
"72101399999","CHARLIE RUSO, ND US","47.714453","-101.010044"
"72101499999","DELTA MAX, ND US","47.795121","-101.298758"
"72101599999","ECHO RYDER, ND US","47.750753","-101.674209"
"72101799999","GOLF PLAZA, ND US","48.119817","-101.960487"
"72101899999","HOTEL PARSHALL, ND US","47.974391","-102.222624"
"72101999999","INDIA PALERMO, ND US","48.344951","-102.304384"
"72102199999","JULIET DONNYBROOK, ND US","48.412292","-101.891598"
"72102299999","KILO DONNYBROOK 2, ND US","48.550636","-102.120332"
"72102399999","LIMA BOWBELLS, ND US","48.789361","-102.268759"
"72102499999","MIKE KENMARE, ND US","48.672932","-101.881889"
"72102599999","NOVEMBER MOHALL, ND US","48.759512","-101.592032"
"72102699999","OSCAR ANTLER, ND US","48.82463","-101.282502"
"72102899999","MIDDLEBURY STATE AIRPORT, VT US","43.9854722","-73.0954722"
"72102900347","LA PORTE MUNICIPAL AIRPORT, IN US","41.572","-86.735"
"72103100348","TULLAHOMA REGIONAL AIRPORT WILLIAM NORTHERN FIELD, TN US","35.38","-86.246"
"72103300350","FITZGERALD MUNICIPAL AIRPORT, GA US","31.684","-83.27"
"72103400351","CAMERON MUNICIPAL AIRPORT, TX US","30.879","-96.971"
"72103500352","HAZLEHURST AIRPORT, GA US","31.885","-82.647"
"72103600353","BOYSEN THERMOPOL, WY US","43.467","-108.389"
"72104199999","MARCO ISLAND, FL US","25.995028","-81.672528"
"72104200486","ZEPHYRHILLS MUNICIPAL AIRPORT, FL US","28.22813","-82.15592"
"72104399999","ATHENS MUNICIPAL, TX US","32.163847","-95.828353"
"72104400448","RALPH M HALL ROCKWALL MUNICIPAL AIRPORT, TX US","32.93059","-96.43548"
"72104500354","MIDWEST NATIONAL AIR CENTER AIRPORT, MO US","39.332","-94.31"
"72104600460","LOUISIANA REGIONAL AIRPORT, LA US","30.17272","-90.94061"
"72104800471","PRESIDIO LELY INTERNATIONAL AIRPORT, TX US","29.63421","-104.36149"
"72200354930","STANTON AIRFIELD, MN US","44.47556","-93.01639"
"72200454922","WAHPETON HARRY STERN AIRPORT, ND US","46.24417","-96.60722"
"72200599999","COFFEY CO, KS US","38.302486","-95.724958"
"72200654926","LUVERNE QUENTIN AANENSON FIELD AIRPORT, MN US","43.62111","-96.21583"
"72200754828","CARO TUSCOLA AREA AIRPORT, MI US","43.45889","-83.44556"
"72201192813","ORLANDO KISSIMMEE MUNICIPAL AIRPORT, FL US","28.28972","-81.43694"
"72201412818","BROOKSVILLE HERNANDO CO AIRPORT, FL US","28.47388","-82.45374"
"72201512850","KEY WEST NAS, FL US","24.58333","-81.68333"
"72201612896","MARATHON AIRPORT, FL US","24.72624","-81.0477"
"72202012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.78805","-80.31694"
"72202192816","TAMPA VANDENBERG AIRPORT, FL US","28.01389","-82.34528"
"72202212803","BOCA RATON AIRPORT, FL US","26.37833","-80.1075"
"72202412882","MIAMI OPA LOCKA AIRPORT, FL US","25.91017","-80.28283"
"72202612826","HOMESTEAD AFB, FL US","25.48333","-80.38333"
"72202912888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.64226","-80.43467"
"72203012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","26.6851","-80.09918"
"72203163839","CULLMAN FOLSOM FIELD AIRPORT, AL US","34.26889","-86.85833"
"72203254916","WASECA MUNICIPAL AIRPORT, MN US","44.07361","-93.55306"
"72203304999","GRANITE FALLS MUNICIPAL AIRPORT LENZEN ROE MEMORIAL FIELD, MN US","44.75333","-95.55611"
"72203412812","PUNTA GORDA CHARLOTTE CO AIRPORT, FL US","26.91847","-81.99391"
"72203792809","HOLLYWOOD NORTH PERRY AIRPORT, FL US","25.99956","-80.24119"
"72203812897","NAPLES MUNICIPAL AIRPORT, FL US","26.15498","-81.77514"
"72203912885","FORT LAUDERDALE EXECUTIVE AIRPORT, FL US","26.19905","-80.17764"
"72204012838","MELBOURNE INTERNATIONAL AIRPORT, FL US","28.09969","-80.6356"
"72204112993","GALLIANO SOUTH LAFOURCHE AIRPORT, LA US","29.44472","-90.26111"
"72204253978","MINEOLA WOOD CO AIRPORT, TX US","32.74222","-95.49639"
"72204453930","ADA MUNICIPAL AIRPORT, OK US","34.80417","-96.67111"
"72204612898","TITUSVILLE SPACE CENTER EXEC AIRPORT, FL US","28.51667","-80.8"
"72204992805","POMPANO BEACH AIRPARK, FL US","26.24636","-80.11105"
"72205012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413"
"72205253933","ALVA REGIONAL AIRPORT, OK US","36.77306","-98.66972"
"72205312841","ORLANDO EXECUTIVE AIRPORT, FL US","28.54653","-81.33544"
"72205453959","WEST MEMPHIS MUNICIPAL AIRPORT, AR US","35.14013","-90.23591"
"72205512861","OCALA JIM TAYLOR FIELD, FL US","29.16667","-82.23333"
"72205712854","ORLANDO SANFORD AIRPORT, FL US","28.77951","-81.24356"
"72205904866","BURLINGTON MUNICIPAL AIRPORT, WI US","42.69","-88.30361"
"72206013889","JACKSONVILLE INTERNATIONAL AIRPORT, FL US","30.49529","-81.69374"
"72206103038","RED CLIFF PASS, CO US","39.46667","-106.15"
"72206263842","DOUGLAS MUNICIPAL AIRPORT, GA US","31.47667","-82.86056"
"72206593837","JACKSONVILLE NAS, FL US","30.23333","-81.66667"
"72206603853","MAYPORT PILOT STATION, FL US","30.4","-81.41667"
"72206763823","JACKSONVILLE CECIL FIELD AIRPORT, FL US","30.21861","-81.87639"
"72206953853","DESTIN FORT WALTON BEACH AIRPORT, FL US","30.39333","-86.46738"
"72207003822","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","32.13133","-81.2023"
"72207153935","CHICKASHA MUNICIPAL AIRPORT, OK US","35.09611","-97.96611"
"72207303727","CLINTON SAMPSON CO AIRPORT, NC US","34.97556","-78.36444"
"72207463840","CARMI MUNICIPAL AIRPORT, IL US","38.08944","-88.12306"
"72207504871","DE KALB TAYLOR MUNICIPAL AIRPORT, IL US","41.93167","-88.70806"
"72207694891","DANVILLE VERMILION CO AIRPORT, IL US","40.2","-87.6"
"72207853938","HALLIBURTON FIELD AIRPORT, OK US","34.47083","-97.95083"
"72207953888","LEXINGTON DAVIDSON CO AIRPORT, NC US","35.78111","-80.30361"
"72208013880","CHARLESTON INTL. AIRPORT, SC US","32.89945","-80.0407"
"72208113730","FREDERICK MUNICIPAL AIRPORT, MD US","39.41667","-77.38333"
"72208204876","FREEPORT ALBERTUS AIRPORT, IL US","42.24611","-89.58222"
"72208593831","BEAUFORT MCAS, SC US","32.48333","-80.71667"
"72208994959","GALESBURG MUNICIPAL AIRPORT, IL US","40.93333","-90.43333"
"72209003875","FORT STEWART WRIGHT, GA US","31.88333","-81.56667"
"72209153940","CLAREMORE REGIONAL AIRPORT, OK US","36.29417","-95.47944"
"72209253941","GROVE MUNICIPAL AIRPORT, OK US","36.605","-94.73833"
"72209304878","GRAYLING ARMY AIR FIELD AIRPORT, MI US","44.68028","-84.72861"
"72209453984","GRAND PRAIRIE MUNICIPAL AIRPORT, TX US","32.69861","-97.04667"
"72209503030","GUYMON MUNICIPAL AIRPORT, OK US","36.68185","-101.50515"
"72209653127","LAS VEGAS HENDERSON AIRPORT, NV US","35.97611","-115.1325"
"72209704936","HARLAN MUNICIPAL AIRPORT, IA US","41.58417","-95.33944"
"72209864761","EAST HAMPTON AIRPORT, NY US","40.95956","-72.25183"
"72209953936","CHANDLER MUNICIPAL AIRPORT, OK US","35.72361","-96.82"
"72210103039","WOLF CREEK PASS, CO US","37.45","-106.8"
"72210312895","FORT PIERCE ST LUCIE CO INTERNATIONAL AIRPORT, FL US","27.49816","-80.37626"
"72210492806","ST PETERSBURG ALBERT WHITTED AIRPORT, FL US","27.76847","-82.62568"
"72210612835","FORT MYERS PAGE FIELD AIRPORT, FL US","26.58495","-81.86146"
"72210703056","GAINES CO AIRPORT, TX US","32.67528","-102.65444"
"72210812894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","26.53805","-81.75674"
"72210900355","CHEROKEE CO AIRPORT, GA US","34.317","-84.417"
"72211012842","TAMPA INTERNATIONAL AIRPORT, FL US","27.96331","-82.54"
"72211253982","GILMER MUNICIPAL AIRPORT, TX US","32.69889","-94.94889"
"72211353979","GIDDINGS LEE CO AIRPORT, TX US","30.16917","-96.98"
"72211454901","BUFFALO MUNICIPAL AIRPORT, MN US","45.15917","-93.84333"
"72211512871","SARASOTA BRADENTON AIRPORT, FL US","27.40146","-82.55863"
"72211612873","ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US","27.91255","-82.68555"
"72211800482","VENICE MUNICIPAL AIRPORT, FL US","27.07161","-82.44033"
"72211912883","LAKELAND LINDER REGIONAL AIRPORT, FL US","28.0","-82.05"
"72212012833","CROSS CITY AIRPORT, FL US","29.63333","-83.10528"
"72212203050","SNYDER WINSTON FIELD AIRPORT, TX US","32.69333","-100.95056"
"72212312809","BARTOW MUNICIPAL AIRPORT, FL US","27.95","-81.78333"
"72212404998","HEBRON MUNICIPAL AIRPORT, NE US","40.14917","-97.58667"
"72212504829","SAGINAW HARRY W BROWNE AIRPORT, MI US","43.43333","-83.86667"
"72212604879","CHICAGO LANSING MUNICIPAL AIRPORT, IL US","41.53972","-87.53194"
"72212704880","GREATER KANKAKEE AIRPORT, IL US","41.0714","-87.8463"
"72212853899","LINCOLNTON LINCOLN CO REGIONAL AIRPORT, NC US","35.48306","-81.16111"
"72212904939","MOORHEAD MUNICIPAL AIRPORT, MN US","46.83917","-96.66306"
"72213013861","WAYCROSS WARE CO AIRPORT, GA US","31.25","-82.4"
"72213103713","SMITHFIELD JOHNSTON CO AIRPORT, NC US","35.54083","-78.39028"
"72213263801","CONCORD REGIONAL AIRPORT, NC US","35.38963","-80.70735"
"72213353946","SALLISAW MUNICIPAL AIRPORT, OK US","35.43806","-94.80278"
"72213463822","VIDALIA MUNICIPAL AIRPORT, GA US","32.1925","-82.37194"
"72213653883","BRUNSWICK GLYNCO JETPORT AIRPORT, GA US","31.25889","-81.46611"
"72213713878","BRUNSWICK MCKINNON AIRPORT, GA US","31.1527","-81.39053"
"72213863852","BAY ST LOUIS STENNIS INTERNATIONAL AIRPORT, MS US","30.36778","-89.45472"
"72214093805","TALLAHASSEE REGIONAL AIRPORT, FL US","30.39354","-84.35136"
"72214103731","LOUISBURG FRANKLIN CO AIRPORT, NC US","36.02333","-78.33028"
"72214204114","CHALLIS AIRPORT, ID US","44.523","-114.21612"
"72214353975","LANCASTER AIRPORT, TX US","32.57917","-96.71917"
"72214404945","MAPLE LAKE MUNICIPAL AIRPORT, MN US","45.23583","-93.98556"
"72214504884","HARBOR SPRINGS AIRPORT, MI US","45.42556","-84.91333"
"72214753817","MOULTRIE AIRPORT, GA US","31.08333","-83.8"
"72214863824","STANLY CO AIRPORT, NC US","35.41667","-80.15056"
"72214904899","PERU IL VALLEY REGIONAL WALTER A DUNCAN FIELD AIRPORT, IL US","41.35167","-89.15306"
"72215114794","WESTERLY STATE AIRPORT, RI US","41.35092","-71.80555"
"72215253957","WEST WOODWARD AIRPORT, OK US","36.43667","-99.52083"
"72215453885","DALTON MUNICIPAL AIRPORT, GA US","34.72167","-84.86889"
"72215503040","MONUMENT PASS, CO US","39.21667","-104.63333"
"72215653873","CARTERSVILLE AIRPORT, GA US","34.11587","-84.850713"
"72215704949","MACOMB MUNICIPAL AIRPORT, IL US","40.52028","-90.65222"
"72215912980","WESLACO MID VALLEY AIRPORT, TX US","26.1775","-97.97306"
"72216013869","ALBANY SW GEORGIA REGIONAL AIRPORT, GA US","31.53642","-84.1958"
"72216453949","OKMULGEE MUNICIPAL AIRPORT, OK US","35.66806","-95.94861"
"72216563808","OLIVE BRANCH AIRPORT, MS US","34.97861","-89.78667"
"72216693845","VALDOSTA REGIONAL AIRPORT, GA US","30.77629","-83.27393"
"72216703718","ORANGE CO AIRPORT, VA US","38.24694","-78.04556"
"72216804960","OLIVIA REGIONAL AIRPORT, MN US","44.77861","-95.03278"
"72216903058","PECOS MUNICIPAL AIRPORT, TX US","31.3825","-103.51083"
"72217003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","32.68889","-83.65296"
"72217104889","PONTIAC MUNICIPAL AIRPORT, IL US","40.9244","-88.6239"
"72217263810","PARIS EDGAR CO AIRPORT, IL US","39.7","-87.66944"
"72217353951","PAULS VALLEY MUNICIPAL AIRPORT, OK US","34.71083","-97.22306"
"72217423097","PLAINVIEW HALE CO AIRPORT, TX US","34.16667","-101.71667"
"72217513860","WARNER ROBINS AFB, GA US","32.63333","-83.6"
"72217653884","NEWNAN COWETA CO AIRPORT, GA US","33.31194","-84.77028"
"72217763811","ANDREWS MURPHY AIRPORT, NC US","35.195","-83.86528"
"72217853953","POTEAU ROBERT S KERR AIRPORT, OK US","35.02139","-94.62111"
"72217904968","NEW RICHMOND MUNICIPAL AIRPORT, WI US","45.15","-92.53333"
"72218003820","AUGUSTA BUSH FIELD AIRPORT, GA US","33.36517","-81.96353"
"72218113837","AUGUSTA DANIEL FIELD AIRPORT, GA US","33.4668","-82.03847"
"72218204890","ROCHELLE MUNICIPAL KORITZ FIELD AIRPORT, IL US","41.89278","-89.07806"
"72218304972","SIREN BURNETT CO AIRPORT, WI US","45.8225","-92.3725"
"72218553838","GAINESVILLE LEE GILMER MEMORIAL AIRPORT, GA US","34.27209","-83.83045"
"72218604892","BEAVER ISLAND AIRPORT, MI US","45.68889","-85.56611"
"72218793911","SHAWNEE MUNICIPAL AIRPORT, OK US","35.35667","-96.94333"
"72218853985","SEARCY MUNICIPAL AIRPORT, AR US","35.21194","-91.73694"
"72218992815","STUART WITHAM FIELD AIRPORT, FL US","27.18167","-80.22083"
"72219013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","33.62972","-84.44224"
"72219103721","BRUNSWICK CO AIRPORT, NC US","33.92917","-78.07472"
"72219223033","SWEETWATER AVENGER FIELD, TX US","32.47333","-100.46639"
"72219303722","ROXBORO PERSON CO AIRPORT, NC US","36.28472","-78.98417"
